,Sentiment,Tweet
1294,positive,turut danur bagus bangga horor hasil karya bangsa
1295,positive,fargo adaptasi hasil season 1-nya the best
1296,positive,637 000 waw keren flm horor dng tonton gin dalam 4
1297,positive,tenang hanyut salut mbah ponco bawa karakter mbah sri
1298,positive,tarik kisah cinta setia saji kgn nenek recomended movie
1299,positive,bagus kali 5 menit tonton anjak tetep ngliatin layar pdhl deh selesai masih spicles sm endingnya
1300,negative,akun kloning seolah2 dukung serang paslon opini argumen pmbenaran kecoh
1301,negative,bicara kasihan yaa lap air wkwkwkwk
1302,negative,nunggu hasil qc tapi nunggu motif cuit kayak pasca nyungsep
1303,negative,kasi kasi peluru 1milyar rw mempan menangin pilih daerah
1304,negative,maaf dukung hayo dukung putar 2
1305,negative,aneh deh lebih sangkut paut kandidat calgub lebih dukung
1306,negative,allah swt ucap syukur terimakasih makna 17 suara
1307,negative,terima kasih untuk dukung kalian beda kali
1308,negative,terima kasih kasih keistiqomahan rawan tlh antar dengan signifikan
1309,negative,kenang pidato kalah
1310,negative,dammnn politik cantik ngorbanin
1311,negative,batal coblos tahu no 1 kertas suara
1312,negative,tertawa survey mu panggang api
1313,negative,kemarin 19april2017 suara untuk paslon 3
1314,negative,karena belebihan bah
1315,negative,om aa lepas kalah tutup mulut teriak bongkar sby
1316,negative,catut nama mpo langgar hukum wkwkwkwkkwkk
1317,negative,suka sama ahok jadi pas sudah kalah otomatis dukung lari mas aniessandi
1318,negative,banteng garuda ksatria bapak gentle seperti cinta
1319,negative,gara2 e-ktp korupsi foto pelan skrang - stickmoticons
1320,negative,double tertawa nuduh miskin ide copy
1321,negative,ini antasari kalah melempem benar akting
1322,negative,modal omong kerja nyata
1323,negative,pakdhe karwo pilgub jatim dhe karwo isyarat agus maju pilgub jatim
1324,negative,paslon salah langkah sandi bumerang gagal suara
1325,negative,jangan2 rawan gembos
1326,negative,mana sang ksatria samurai prajurit bangun semangat harap pahlawan nanti rakyat
1327,negative,arena tabir gelap tiada harap sergap rakyat rakyat cari tulus
1328,negative,isu angkat video dishare video sebar buzzer eh jelang sebar
1329,negative,tahu bu carik coblos kemarin piss
1330,negative,awas ye dukung suara dukung
1331,negative,laku kirim sms gelap antasari azhar
1332,negative,antasari ancam harry tanoe
1333,negative,tuduh kerap lontar anak ingus mayor dengar dudah ubah sanjung
1334,negative,joke baik pilih daerah serentak 2017 pku pari
1335,negative,curiga saldo kenti blt buat apa2 curiga mekanisme
1336,negative,ahoker bully
1337,negative,sayang mayor kader pimpin sama taruna beliau atas lagi2 pilih
1338,negative,tuju bangett syukur kemrin banjir sibuk cari bela sombong
1339,negative,pakai sedot sodet versi
1340,negative,hellloooo suara rakyat erti suara rakyat suara or adik ngopi gih
1341,negative,cari teman gitu pdhal sudah gubernur
1342,negative,kesatria lapang dada isu bohong kalah menang ulama bayar
1343,negative,agus singkir ahok anies rebut suara ahy penting kelompok
1344,negative,hilang sempat duduk gubernur dki 2017-2022
1345,negative,konstituen risih mulut ahok pilih anies gerombol khilafah belakang pilih ahok
1346,negative,cari teman ini yee 1dan3 gubernur tunggu dulu hasil resmi kpu dengar nyata
1347,negative,blunder hina2 butuh 17 suara ngemis hina2 jleb
1348,negative,caci maki pepo memo harus emis suara 17 kepada orang2 hina
1349,negative,golong pilih nampaknya
1350,negative,merhatiin rawan rehat ganjal islah rawan
1351,negative,pakar mantan sby surat anas urbaningrum jeruji besi sindir mantan
1352,negative,pilih program dp 0 nyata milih
1353,negative,-sylvi anies-sandiaga basuki-djarot debat pilih daerah dki 2017 jual mimpi gubernur
1354,negative,ahhhh bang aji situ kalah
1355,negative,rendah hati dukung paslon 1 berat hati foto
1356,negative,bangga anak memo
1357,negative,dukung sulit lupa bully2
1358,negative,hancur
1359,negative,anggap bulan jual pindah tangan orang2 elit partai gerindra pks
1360,negative,antasari konferensi pers sby sby konferensi pers sby rengek anak
1361,negative,tim tidur
1362,negative,coba etika dukung konstituen setia tipu meme berita palsu rachland nashidik
1363,negative,kasihan sadar musuh sarung selfienya motivasi selubung hmmm
1364,negative,amieeennnnn lupa janji2 manis kampanye sang mayor sejati
1365,negative,pilih daerah dki ahy sby target isu bohong fitnah akun dukung ahok
1366,negative,ahy mentah dikarbit demokrat pilih daerah dki menang pilih umum pakai sentimen sara
1367,negative,akibat nyata antasari suara ahy lorot pilih daerah dki
1368,negative,enam kampanye pilih daerah kubu ahy dukung ahok sibuk serang program ahy kampanye program ahok
1369,negative,13 contoh ahy dukung paska putar pilih daerah dki jakarta rentang tajam
1370,negative,ahy tim jalan jauh hiruk pikuk pilih daerah lanjut jalan politik kecewa
1371,negative,ahy kalah pidato tim diam menang lepas pilih daerah dki
1372,negative,jujur nilai subyektif cepat ahy 2019 kalah pilih daerah modal catat negatif
1373,negative,tolak bajing tengik ahy tukang sogok pilih bangsat ahy sungguh bahaya
1374,negative,tolak ahy politik bawa agama
1375,negative,astaga dukung ahy terima hasil survey tolak acu semangat
1376,negative,sah tolak ukur dewasa warga dki ahy menang pola pikir warga primitif
1377,negative,suara warga harga sembilan bahan pokok tolak ahy suap warga
1378,negative,ahy pilih daerah asyik
1379,negative,tinggal seleksi tendemnya pilih daerah dki ahy kalah tendemnya salah pilih kurang kualitas ahy
1380,negative,gelintir dukung ahy tikung tweet akun resmi partai politik dukung anies-sandi
1381,negative,ahy tanggung akibat cuit ayah produktif
1382,negative,kering darah menghisap darah selagi stok darah gudang darah hantu minum setan
1383,negative,reaksi dukung ahy sikap baper cundang ajang pilih daerah
1384,negative,suara getar ahy maaf kecewa dukung
1385,negative,ahy kalah kandang respon tetangga
1386,negative,lini tahan ahy rapuh debat efek aksi 112 efek antasari efek
1387,negative,gagal pilih daerah dki jakarta ahy isu maju pilgub jatim
1388,negative,ahok lejit anies tanjak ahy apung
1389,negative,dasar survey ahy masuk 3 selamat
1390,negative,tinggal zona aman nyaman maju jakarta hasil sesuai harap - ahy
1391,negative,kasihan ahy kalah umroh bantu doa 7 juta umat nyata allah netral politik
1392,negative,jual baju bekas ahy 3 pm for informasi
1393,negative,ahy vocalis band rock yaaaa lompat lompat melulu bang kerja
1394,negative,kasi nasib ahy karir tni tamat nafsu pepo cepat partai politik dagang
1395,negative,sby ahy kalah gara-gara antasari survey tunjuk ahy merosot elektabilitasnya
1396,negative,presiden tv rusak ahy hasil qc apaapa
1397,negative,pepo prihatin ahy cundang
1398,negative,selamat ahy rakyat mundur tni kalah pilih daerah dki
1399,negative,heeebohhhh agus sylvi kalah tps 6 tmpat hak pilih
1400,negative,pilih moga demokrat yaa dukung ahok
1401,negative,demokrat ahok gerindra tantang main politik kotor
1402,negative,mesin robot -sylvi lupa dimatiin masuk trend topik
1403,negative,dukung rapat baris paslon buang issu miring paslon pimpin dakwa simulut ember
1404,negative,rakyat menang kalah aspek pribadi penting rakyat
1405,negative,maksud hati cari perhati ahy silvy eh kena protes stuck-out tounges rolling on the floor laughing rolling on the floor laughing
1406,negative,ahy menang pilgub dki ngumpulin 7 bola dragon ball rolling on the floor laughing rolling on the floor laughing
1407,negative,ah lihat ahy inget norman kamaru ahy jual bubur haji smiling open mouth smiling eyes
1408,negative,ahy singkir persevering persevering dilanjuntukan putar ahok-djarot versus anies-sandi
1409,negative,ahy nyungsep bapak saran coblos no 2 smiling open mouth smiling eyes
1410,negative,coblos kabung tongue pakai baju hitam2 sedih smiling open mouth smiling eyes tv
1411,negative,ahy cemas situasi sosial pilih daerah jakarta pilih daerah dki jakarta dampak negatif hanya
1412,negative,ahy kalah sisi negatif umat islam tunda tempat pimpin sisi positif umat islam hindar hujat buka aib
1413,negative,ahy ahy bicara karakter tahu barusan omong sisi negatif tongue oncoming fist
1414,negative,ahy bicara negatif jakarta solusi atas nol thumbs down
1415,negative,kicau negatif sby yakin pengaruh elektabilitas ahy via
1416,negative,alloh tuhan yme ahy dukung senator aura negatif
1417,negative,temu foto lingkar orang2 ahy penuh integritas kwalitas negatif waspada waspada thumbs down
1418,negative,ahy 70 sentimen negatif wkwkwk stuck-out tounges
1419,negative,senjata makan tuan kenal juga bagai karma 2 kicau negatif sby yakin pengaruh elektabilitas ahy stuck-out tounges
1420,negative,anieshilangya grimacing grimacing
1421,negative,anies hilang debat grimacing grimacing
1422,negative,2 mesti nyuruh mantan pilih - pilih paslon - open mouth thumbs up folded hands thinking smiling sunglasses
1423,negative,1 kenape tidak lawan sama pasang - pilgub jabar demokrat emang harus pilgub dki thinking thinking thinking
1424,negative,gara2 kemarin pakai seragam hitam2 thinking thinking thinking smiling open mouth closed eyes smiling sunglasses
1425,negative,suka ahok pas sudah kalah otomatis dukung lari mas aniessandi grimacing
1426,negative,ahoker bully
1427,negative,putri ahoker intimidasi program tears of joy tears of joy tears of joy
1428,negative,kirim kaos sejati smiling smiling eyes smiling smiling eyes smiling smiling eyes
1429,negative,frowning
1430,negative,humor lagu kisah sedih ahy lagu jatuh bangun frowning frowning
1431,negative,cuit hati sby cuit sby jokowi mantan mantan indah pilgub dki 2017 tongue tongue
1432,negative,owalah kasihan dik moga miskin aamiin thumbs up hati tongue
1433,negative,bangga anak memo tongue stuck-out tongue closed eyes tears of joy
1434,negative,dukung sulit lupa bully2 thumbs down
1435,negative,versi video bingung bicara banjir kota apung stuck-out tongue closed eyes muka tanah air bengong smiling open mouth closed eyes
1436,negative,ahokers dadak salah tuh stuck-out tongue closed eyes stuck-out tongue closed eyes stuck-out tongue closed eyes stuck-out tongue closed eyes stuck-out tongue closed eyes
1437,negative,isu bohong tidakada habis2nya foto 4 coblos foto isu bohong tulisanya penuh dusta angry
1438,negative,deklarasi konsultasi tuju ahy
1439,negative,lantoni kena telikung nama bajak stuck-out tongue closed eyes
1440,negative,pilih mules kontestasi politik putar 2 cuih pig nose pig nose
1441,negative,biar korban juang rezim koplak komando fire fire
1442,negative,hati cermat susup masuk pantau person bowing team
1443,negative,ayo dukung ahy dukung gembos tongue fire fire
1444,negative,suara direbuntukan btp melanjuntukan program usung expressionless
1445,negative,tweet kontraproduktif zipper-mouth zipper-mouth zipper-mouth
1446,negative,ahy nyungsep jakarta
1447,negative,suara rusak gara-gara nyanyi aa peka moga sby jeblos penjara pupus sana steam from nose
1448,negative,awas dadak metamorfosis kecebong brubah jadi anjing jilat clapping hands
1449,negative,tinggal tunggu sikap manuver agus clapping hands cold sweat cold sweat
1450,positive,doa ku moga suara mas agus-sylvi beneran mas agus mu
1451,positive,terima kasih mas karena anak muda berani suara ubah sama
1452,positive,ketemu istiqlal bangga murni
1453,positive,singkir kancah pilih daerah dki angkat dunia
1454,positive,pilih daerah dki ahy kualitas pimpin muda jiwa ksatria ahy dunia
1455,positive,pilih daerah dki ahy keliling nusantara rajut satu jakarta
1456,positive,12 ahy titip jaga pluralisme bangsa satu saing pilih daerah satu
1457,positive,ahy kalah pilih daerah menang hati rakyat
1458,positive,dukung ahok antem lebih baik kaya dukung ahy kopi darat biar luas tahu calon
1459,positive,ahy pilih daerah dki hikmah ajar uji tantang ambil matang karakter
1460,positive,semangat ahy faktor kalah pilih daerah kemarin wakil ahy maju insyaalloh
1461,positive,upaya demokrat kenal ahy hasil pilih daerah jakarta ahy blusukan indonesia
1462,positive,prinsip pimpin menang pilih daerah ajar dinamis silaban
1463,positive,pilih warga jakarta mayoritas ahok calon ahok bukti putar pilih daerah dki mayoritas pilih ahy anies
1464,positive,akun instagram ahy ucap selamat paslon menang pilih daerah dki jakarta
1465,positive,rang selat malaka aiman kompastv sempat wawancara ahy pilih daerah dki
1466,positive,ahy pilih daerah dki jalan martabat
1467,positive,salam kagum ahy muda berani pensiun berani tantang ahok pilih daerah saat takut
1468,positive,pilih daerah dki doa ahy menang mudah anies sandi menang
1469,positive,mental kalah pilih daerah indonesia guru sosok ahy
1470,positive,lsi bukti jujur surveynya pilih daerah dki tahap1- ahokdjarot disurvey langsung kalah ahy menang 1 putar
1471,positive,habis pilih daerah pileg pilpres harap ahy ketua dpr
1472,positive,sebentar lupa gila pilih daerah dki lari ahy kepri 23 april
1473,positive,bilang menang bentuk yakin hasil goal goal improvisasi politik sby ahy pilih daerah dki
1474,positive,moga anies menang pilih daerah ahy presiden indonesia 2019 aamiin yra klop deh
1475,positive,pilih daerah dki ahy hitung harap pimpin ri
1476,positive,pikir target ahy pilih daerah kemarin bangun sentimen positif
1477,positive,harga sikap dukung ahy pilih sikap netral putar pilih daerah dki 2017
1478,positive,pilih daerah pilkades mas ahy ramai
1479,positive,pilih daerah putar kemarin kaos ahy bagi lingkung utan kayu jaktim
1480,positive,semangat dukung ahy-sylvi pilih daerah laksana tentu pilih profesional rakyat
1481,positive,salah ahy-silvy menang pilih daerah mudah silvy mio pakai helm keliling komplek pilih jamin segan
1482,positive,maju ahy-silvy anies-sandi satu menang pilih daerah dki
1483,positive,tunggu kualitas jiwa anies sandi ucap peran suara loyalis ahy-silvy menang pilih daerah
1484,positive,terimakasih ahy-silvy jakarta gubernur
1485,positive,
1486,positive,cakeeepppp dukung
1487,positive,lupa pilih paslon no 1
1488,positive,sinyal positif agus-sylvi rapat anies-sandi
1489,positive,rapat baris komando
1490,positive,putar 2 rapat baris komando
1491,positive,aku kalah apa tuju great applause patut tiru demokrasi positif
1492,positive,salut mpok silvy aku menang paslon
1493,positive,quick count ttp hasil kpud 2putaran rapat baris komando
1494,positive,youtu be bxrzd69u61a tenang bening tulus mas agus yaa mas
1495,positive,masuk kritik bangun kalah tanding
1496,positive,apa hasil bangga
1497,positive,fokus menang
1498,positive,rakernas partai demokrat ahy
1499,positive,alhamdulillah sambut hangat mesra intim ntb
1500,positive,ngawal abang keliling ampenan
1501,positive,kenapa tiap acara massa membludak karena rakyat harap untuk ahy pimpin negara masa datang
1502,positive,kalah sukses tunda sali jadi alam tuk
1503,positive,tandatangan petisi stop isu bohong fitnah dukung gera bebas pers isu bohong fitnah
1504,positive,indonesia
1505,positive,mesti gus negarawan
1506,positive,demokrat cinta nkri bakti
1507,positive,jago kalah duluan klu gitu jago ahok
1508,positive,
1509,positive,pesan lupa gembira cinta indonesia
1510,positive,salam kaum muda hormat tua
1511,positive,
1512,positive,jalan lari songsong songsong
1513,positive,langkah kuda agus yudhoyono -
1514,positive,muka pulang punggung terima kasih kepri
1515,positive,pimpin muda
1516,positive,inspirasi kaum muda gera indonesia muda indonesia emas
1517,positive,setia politik indonesia regenerasi matang jangan kutu loncat
1518,positive,hinggahy baskoro
1519,positive,sapa indonesia 55 baskoro
1520,positive,harap dpn bangsa
1521,positive,putri wanita inspirasi
1522,positive,keren
1523,positive,wartawan pilih daerah 2018 mas mas skg pikir pilih daerah
1524,positive,mas agus kasih kuliah ini
1525,positive,kuliah mahasiswa perspektif at umrah dompak
1526,positive,insya allah dahulu tuhan nglamar
1527,positive,hmmmm calon tokoh dunia
1528,positive,gembira
1529,positive,terimakasih kpada dukung tlah suara
1530,positive,voter pilih
1531,positive,
1532,positive,logika pilih putar ke1 psikologis pilih paslon 3 gubernur jakarta
1533,positive,suara pilih putar 1 pilih paslon no 3 puataran kali selamat jakarta gubernur
1534,positive,olahraga ahy tps siang
1535,positive,ahy gaya sporty tps
1536,positive,putar bgm kelas sbg pimpin besar hati
1537,positive,peduli
1538,positive,dukung dukung ahok basis massa mayoritas pilih anies kunci menang tipis anies
1539,positive,suara dukung tentu menang salah paslon
1540,positive,moga pilih putar 1 kebon kacang kp bal alih anies-sandi
1541,positive,yuk fans dukung menang
1542,positive,bismillah moga esok jakarta milik pimpin sesuai tuntun alquran diridhai alloh swt
1543,positive,bu sylvi contoh berani betawi untuk sikap tidak ngambang banci contoh perempuan betawi tulen
1544,positive,putar dukung mas agus yah kalah hormat menang curang
1545,positive,tulus senang insyaallah jalan bu murni
1546,positive,pimpin harap bangsa baskoro
1547,positive,baik
1548,positive,postingan 28 januari 2017 teduh tetep
1549,positive,salam wallahulmuwafiq ilaaqwamithoriq cermin beliau nu jatuh hati
1550,positive,suka jiwa
1551,positive,ahy r1 2019 kalah pilgub yudhoyono
1552,positive,kalah bangga pada jalan sukses nanti saat
1553,positive,pribadi kagum pribadi mu yes sikap
1554,positive,prananda demokrat sejati kagum salut
1555,positive,ah frowning no 1 thumbs up thumbs up thumbs up
1556,positive,agus harimurti yudhoyono lovers annisa larasati pohan lovers dadak
1557,positive,terkadang sikap dewasa ajar muda thumbs up smiling heart-eyes
1558,positive,bangga nyata ksatria
1559,positive,hayoo sibuk hapus2in twit jelek2in stuck-out tounges tears of joy
1560,positive,bagus program persija
1561,positive,pingin lihat mas debat stuck-out tounges
1562,positive,wah diam2 tersepona pesona deh stuck-out tounges
1563,positive,dukung
1564,positive,cerdas nasionalisme jiwa pancasilais milik milik jiwa santri mondok
1565,positive,marasa untung sign of the horns
1566,positive,dukung anies sandi bangga jiwa ahy silvy 2019 prabowo ahy folded hands folded hands
1567,positive,ahy sylvi menang hati dukung ahysylvi panik ketar tir kubu folded hands folded hands
1568,positive,menang anis sandi menang ahy silvy kaum pribumi hugging hugging
1569,positive,ahy silvy maslahat bangsa
1570,positive,mas
1571,positive,heboh pentol band coldplay inggris chris martin dukung pasang agus-sylvi pilih daerah jakarta 2017
1572,positive,diskusipolitik bola turun baik nkri depan
1573,positive,politik hidup smiling smiling eyes
1574,positive,apresiasi rela rawan dukung clapping hands clapping hands
1575,positive,menang tunda ajar kalah nyata bijaksana
1576,positive,politik santun martabat folded hands
1577,positive,heboh ahy muncul tampil
1578,positive,gunawan freely anggota dprd talaud pasang spanduk ahy perbtasan indonesia-filipina lanjut
1579,positive,ya
1580,positive,polling buka pilih pribadi gabung ambil putus timses smiling smiling eyes
1581,positive,sambut hangat dukung gabung smiling smiling eyes folded hands
1582,positive,12 sby puji bela mantri hutan dan lurah salah harap dukung politik massa demokrat
1583,positive,nikmat syukur uji sabar selamat malam blowing kiss blowing kiss
1584,positive,bangga juang blowing kiss blowing kiss
1585,positive,jiwa besar teladan oncoming fist oncoming fist blowing kiss
1586,positive,nyesal dukung beliau blowing kiss blowing kiss bngga hadir republik
1587,positive,pimpin muda raising hands raising hands raising hands
1588,positive,menang ahy no 1 hati smiling open mouth closed eyes smiling open mouth smiling eyes smiling smiling eyes savouring delicious food kissing closed eyes blowing kiss smiling heart-eyes
1589,positive,rencana putus allah putus manusia smiling smiling eyes smiling smiling eyes
1590,positive,mas semangat dukung tidur maju insyaallah menang
1591,positive,ikhlas korban sia2 non
1592,positive,tetep semangat mendharma bakti jiwa raga negeri smiling smiling eyes smiling smiling eyes
1593,positive,ahy mundur selang lompat
1594,positive,harap moga sinar aamiin smiling smiling eyes smiling smiling eyes
1595,positive,
1596,positive,baca strategi politik sby calon agus yudhoyono
1597,positive,nunggu skenario
1598,positive,skenario ahy menang pilgub ahy pikir matang skenario kalah kalah menang sejati smiling smiling eyes smiling smiling eyes
1599,positive,sudah jiwa hasil pilih daerah sulit sungguh sulit deklarasi
1600,negative,catat warga dki hilang ahok
1601,negative,warga dki cerdas mudah provokasi isue sara
1602,negative,kalah besok kalah adil
1603,negative,sedih hilang sosok gubenur jujur kerja keras layan warga btp
1604,negative,ahok kalah telak seluruh tps wilayah fpi
1605,negative,ahok menang tipis tps habib rizieq coblos
1606,negative,langsung deh cuit curang black campaign nongol legowo demokrasi nama hahaa
1607,negative,hasil tps 011 010 rw 002 lurah pela mampang sedih lihat
1608,negative,tenang curang pilih yaa hati2 awasin tuh kemarin tahu bagi2 sembilan bahan pokok
1609,negative,tunjuk zalim haram pimpin kafir
1610,negative,harap jakarta bebas korupsi suara beli
1611,negative,syukur lembar c6 tangan sabar colok ahok
1612,negative,nista agama
1613,negative,rezeki kasihan dukung
1614,negative,ahokers tukang plintir lihat nehh btp
1615,negative,warga raya terima sembakonya pilih beri as
1616,negative,rumit beda doyan gaduh
1617,negative,gubernur sudah bosan
1618,negative,warga dki pesan rasulullah saw serah ahli cc
1619,negative,ahok lawan djarot pilih djarot ahok ajar hubung masyarakat diplomasi
1620,negative,hoaks muktamar nu wajib nahdliyin pilih pimpin muslim
1621,negative,biar
1622,negative,kan kronologi usir sholat jumat
1623,negative,iblis halang manusia ibadah masjid semangat djarot
1624,negative,larang pilih cagub nonmuslim habib pilih djarot
1625,negative,aneh aneh umat usir
1626,negative,bagi2 sembilan bahan pokok gratis tim btp langgar pasal 73 ayat 1 uu no 10 tahun 2016
1627,negative,mui sesal beri gelar sunan ahok
1628,negative,lihat kalah menang
1629,negative,amat polisi kes pihak ahok
1630,negative,kubu badja sindir anies spanduk jakarta bersyariah - -djarot
1631,negative,virall bocah injak2 baju kotak2 kecewa
1632,negative,turun pangkat jakarta butuh nista agama iya
1633,negative,mulut jorok tanda suara anies kuat
1634,negative,pkb dukung putar ke2 siap tinggal pilih umat islam pilih umum 2019
1635,negative,ahok-djarot apbd alat kampanye putar
1636,negative,sedih indonesia batas jakarta bhinneka batas ahok
1637,negative,djarot menang pimpin cek
1638,negative,hilang ahok
1639,negative,ohh tertib gub tertib
1640,negative,kafirrrrrr nista iqra iqra iqra
1641,negative,lihat raut wajah bapak djarot miris sabar kuat btp
1642,negative,remuk negara nyata bohong nyata pakai otak
1643,negative,orang2 diri ikut pakai sarana hina gubernur
1644,negative,remuk hati lihat beliau
1645,negative,politik indonesia jaman sedih
1646,negative,mental tempe benci hukum indonesa mental badja juang
1647,negative,mati hukum benar indonesia
1648,negative,tangis sedih djarot pada pimpin balai kota cek
1649,negative,mulia buruh sidoarjo buruh demo bakar2 karang bunga beri masyarakat
1650,negative,habiburokhman sindir via
1651,negative,buahahahhaha emang raya dukung raya bayar
1652,negative,saksi ahok-djarot tolak tandatangani rekapitulasi suara pilih daerah
1653,negative,abused kaum islamist radicals
1654,negative,deddy corbuzier sindir karang bunga ahok
1655,negative,bawa ciduk profesional
1656,negative,takjub besar cinta warga dki geli kalimat
1657,negative,yah nama manusia suka khilaf sayang ajak komitment ujung nyesel
1658,negative,salah faktor kalah kompak pukul isu agama
1659,negative,menang kerja nuntut belum belum mau
1660,negative,enak gubernur tinggal terima rapi
1661,negative,bukti begtiu cinta warga namun kalah terhornat karena kelici jijik lawa
1662,negative,stress pikir duit hitung 4000 bunga rp 200 000 sudah dana cinta lebih materi
1663,negative,saran dpr panitia pantap panitia tetap karang bunga undang lsm bentuk tim cari fakta karang bunga gila
1664,negative,karang bunga sindir ahok - djarot rusak
1665,negative,sebentar komen ini mas settingan citra suruh ahok hahaha
1666,negative,gembira bunga2 tidak bahas2 benci tetep fokus yaaa perhati
1667,negative,dukung menang stres ini kembang ahokdjarot hati rakyat bohong menang menang
1668,negative,paksa putus lantas kawin paksa bandot bini 5 susah move on-nyah
1669,negative,karang bunga ahok-djarot sesat rumah anis bicara
1670,negative,masuk muri usul masuk
1671,negative,galon saing ini ye bunga
1672,negative,catat sejarah dunia kalah banjir bunga
1673,negative,hati hati komentar ujung2nya tuduh nyinyir
1674,negative,tukang karang bunga pilih ahok terima order buatin bunga kapir
1675,negative,jakarta ahok btp bis om telolet om
1676,negative,lantik oktober kayak gin
1677,negative,menang pilih daerah banjir ucap selamat karang bunga - fenomena alam
1678,negative,kirim bunga 2 600 nyinyir 7 juta pingsan
1679,negative,biar hibur wkkwwkkwk
1680,negative,sakit jiwa warga cinta kamis
1681,negative,kalah sasar kreator isu bohong
1682,negative,kirim karang bunga lebih baik acara sembilan bahan pokok
1683,negative,ahok nista agama nista aku agama
1684,negative,balaikota museum paris moto lukis monalisa
1685,negative,menit 1 51 sedih huhuhu bapak menang
1686,negative,tertawa kayak sebentar bunga tanding ini
1687,negative,saran biar iri nganan takut macet ikut iri
1688,negative,stress guberner dukung harap warga jakarta
1689,negative,murah ini ahok gubenur sayang warga jakarta emang buang2 duit
1690,negative,ampun sek yah dada ngelawan bangsa issue sara ganti
1691,negative,karang bunga karang sungguh gila pasca gila tuntut jpu
1692,negative,kafir laku
1693,negative,benci basuki benci bodoh
1694,negative,amat jungkal ahok-djarot strategi isis
1695,negative,simpatik gin simpatik yak
1696,negative,lambang mati akal waras indonesia fitnah kendali
1697,negative,bukti mantan ganti
1698,negative,kaji lihat pakai perspektif netral loh coba bicara pikir
1699,negative,sederhana susah move on sok skeptis tim kontra ahok
1700,negative,debat retorika program wacana adil korupsi
1701,negative,ancam polisi sutradara video ras kampanye ahok-djarot bayar sesuai kontrak
1702,negative,tutup paslon minta maaf laku maaf gitu
1703,negative,protes iklan macet streaming
1704,negative,tata jakarta tata kata
1705,negative,pilih daerah dki 2017 ras agam bukti ras china pilih ahok 100 peluk kristen pilih ahok 100
1706,negative,lholho dukung ahok dp 0 untuk kaum dhuafa situ uang bomb
1707,negative,pecah belah asing pecah broken heart
1708,negative,tertawa-tertawa-tertawa adil ini bangsa milih no 2 cina hah speak-no-evil
1709,negative,tunjuk zalim haram pimpin kafir fire fire
1710,negative,allah azab orang2 muslim pilih pimpin kafir high voltage high voltage
1711,negative,move on lihatin ahok djarot kalah slightly frowning
1712,negative,baper ahok-djarot disappointed
1713,negative,menang anies-sandi kalah ahok-djarot tarik simpul yep
1714,negative,sembilan bahan pokok murah ala timses ahok-djarot langgar uu pilih umum suap suara model hina cerdas warga
1715,negative,rasa2nya ahok-djarot kalah gera tindak paslon 3 gencar keri screaming in fear screaming in fear
1716,negative,bicara pilih ahok djarot rasa banjir pouting
1717,negative,bilang cagub cagub inti buta peta politik zipper-mouth
1718,negative,gubernur kenapa kjp anak turun 4 jelang pilih daerah dki confused
1719,negative,kafir haram pimpin kafir fire fire fire fire
1720,negative,kan kronologi usir sholat jumat
1721,negative,awas serbu warga wahabi bogor depok
1722,negative,pecat menteri bagaimana gubernur
1723,negative,kuota habis ikut berita mui
1724,negative,dki ikut2an menang see-no-evil monkey
1725,negative,bosan sama taufik pilih kak soooo pastiiii steam from nose steam from nose tears of joy smiling open mouth smiling eyes tears of joy grining smile eye victory
1726,negative,anti korupsi kerja kerja nyata bersih tata ruang kota jakarta weary weary
1727,negative,bagai survei debat menang paslon no 3 ini
1728,negative,pilih paslon no 3 gagal jalan tugas leceh akal sehat
1729,negative,dadak santun toleran gin zipper-mouth zipper-mouth zipper-mouth gara deket tanggal 19 april tears of joy tears of joy tears of joy tv
1730,negative,kemarin bilang tuju syariah online
1731,negative,dx
1732,negative,rang fakta ikut caci maki
1733,negative,rizieq ikut ternak akun disosmed heran akun twitter tiba2 serbu pasu caci maki grining smile eye screaming in fear screaming in fear
1734,negative,wasekjen mui nilai video kampanye ahok-djarot suduntukan umat islam
1735,negative,kasih iming-iming kjl orangtua ahok-djarot tipu lanjut usia
1736,negative,mikir coblos belah kiri stuck-out tounges stuck-out tounges victory
1737,negative,video kampanye ahok-djarot hancur kebhinekaan
1738,negative,alien serang indonesia
1739,negative,lulung nyampah timses anies sandi gara gara takut kena semprot ahok tears of joy stuck-out tounges
1740,negative,pilpres sabang merauke
1741,negative,mentang mentang nama belakang ambil untung novel iya anies
1742,negative,cari pintar buanyak jakarta cari jujur anti korupsi suka keras sulit
1743,negative,kampanye bicara program program tri pecat tears of joy lebih baik lihat sudah hasil kerja deh
1744,negative,timses anies ngomongnya sok kayak motivator sudah ahok baik gubernur lihat hasil kerja deh
1745,negative,pantes polling hapus menang polling dibesar2kan tayang 25x hari dimetrotivi tears of joy tears of joy tears of joy
1746,negative,buzzer galau survei polling menang invoice bayar ini stuck-out tounges
1747,negative,omong cocok fakta thumbs down thumbs down tv online
1748,negative,unggul main isu strategi isu sara matang kelola strategi musuh stuck-out tounges
1749,negative,nasi bungkus deteksi
1750,positive,pdi-pagina kuat menang ahok-djarot
1751,positive,menang sungguh kalah jakarta pecah politik sara brutal
1752,positive,hujan sembilan bahan pokok ahok-djarot sedekah anies-sandi
1753,positive,hitung menang sungguh kalah penting nasional
1754,positive,terima kasih ahok btp
1755,positive,kejut ahok kalah versi quick count apa tetep keren menginspiras
